QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
UKSI-14,CTM,Level,1.0,1.0,40.0,20,108.79,3070.46,0.0,564.0,1.0,,15.0,3.0,2.0,2.0,0.0,
TRRY-27,CTM,Decreasing,1.0,0.0,43.0,5,25.97,851.87,0.0,,,,,,,,,
NWNM-63,CTM,Level,1.0,1.0,44.0,30,10.0,263.19,1.0,528.0,8.0,21.0,5.0,24.0,7.0,9.0,0.0,
EUZS-73,CTM,Level accelerated,1.0,1.0,50.0,10,48.16,1027.51,0.0,,,,,,,,,
LCJP-57,MSM,Decreasing with CI,1.0,0.0,58.0,5,13.42,323.65,0.0,538.0,3.0,,8.0,21.0,6.0,7.0,0.0,
NTVN-61,CTM,Level,0.0,0.0,30.0,20,11.46,231.6,0.0,562.0,3.0,,8.0,11.0,3.0,2.0,0.0,
PZDS-38,MSM,Level,0.0,0.0,50.0,20,27.43,608.46,0.0,,,,,,,,,
TUFG-74,Direct,Level,0.0,0.0,45.0,25,39.0,1195.37,1.0,,,,,,,,,
ERSW-45,CTM,Level with CI,1.0,0.0,44.0,30,111.64,2589.91,0.0,559.0,2.0,86.0,5.0,,6.0,,0.0,
ZKQQ-79,MSM,Level accelerated,1.0,0.0,45.0,30,15.31,354.2,1.0,558.0,1.0,85.0,1.0,12.0,7.0,6.0,0.0,
VPTA-67,CTM,Level,1.0,0.0,50.0,5,13.02,376.4,1.0,,,,,,,,,
NHMF-96,Direct,Level,1.0,0.0,43.0,20,11.46,231.6,0.0,562.0,3.0,,8.0,11.0,3.0,2.0,0.0,
FZEC-47,CTM,Decreasing with CI,1.0,1.0,48.0,30,23.83,612.02,1.0,558.0,2.0,,0.0,5.0,8.0,5.0,0.0,
FDYW-19,MSM,Level with CI,0.0,0.0,42.0,20,71.99,1489.62,0.0,570.0,2.0,49.0,0.0,7.0,8.0,8.0,0.0,
URWT-70,CTM,Level,1.0,1.0,64.0,20,38.2,173.83,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
SDSK-66,Direct,Level with CI,1.0,0.0,42.0,15,24.95,732.79,0.0,544.0,6.0,,20.0,22.0,6.0,4.0,0.0,
WQWO-43,MSM,Decreasing with CI,1.0,1.0,40.0,5,17.81,396.19,1.0,,,,,,,,,
YYMZ-51,Direct,Decreasing with CI,0.0,0.0,38.0,30,27.84,571.69,0.0,572.0,3.0,,6.0,6.0,3.0,7.0,0.0,
IRTE-75,Direct,Decreasing accelerated,0.0,0.0,44.0,10,31.64,701.92,0.0,,,,,,,,,
ERUX-66,Direct,Level with CI,1.0,0.0,45.0,10,135.76,4163.68,0.0,579.0,3.0,,5.0,9.0,5.0,2.0,0.0,
JLHM-46,Direct,Level with CI,0.0,0.0,36.0,20,19.98,420.74,1.0,571.0,10.0,21.0,8.0,9.0,4.0,7.0,0.0,
OBRR-79,MSM,Level with CI,0.0,1.0,29.0,20,13.36,306.14,1.0,558.0,0.0,85.0,1.0,12.0,7.0,6.0,0.0,
EJKJ-87,CTM,Level,1.0,0.0,48.0,10,104.42,2522.6,0.0,578.0,2.0,21.0,7.0,2.0,2.0,1.0,0.0,
INKL-40,Direct,Decreasing,0.0,1.0,51.0,30,19.88,396.49,0.0,562.0,0.0,144.0,4.0,14.0,5.0,2.0,0.0,
VIJX-78,MSM,Level with CI,1.0,0.0,33.0,10,16.92,497.99,0.0,572.0,0.0,7.0,4.0,7.0,4.0,3.0,0.0,
DMGY-23,Direct,Level,0.0,0.0,35.0,5,25.64,495.58,0.0,513.0,,,,7.0,4.0,4.0,,
VYCU-32,CTM,Level with CI,1.0,0.0,56.0,25,13.56,377.02,0.0,548.0,0.0,,7.0,18.0,7.0,4.0,0.0,
KIVY-94,Direct,Decreasing accelerated,1.0,1.0,60.0,15,29.4,133.79,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
GIAO-22,CTM,Level,0.0,0.0,58.0,20,21.66,540.72,0.0,,,,,,,,,
ETXH-89,Direct,Level,0.0,1.0,47.0,5,20.73,488.43,0.0,494.0,0.0,37.0,7.0,15.0,7.0,10.0,2.0,46.0
NQZA-79,Direct,Level,1.0,0.0,44.0,10,19.66,534.05,1.0,558.0,3.0,,5.0,11.0,4.0,3.0,0.0,
WCEM-36,MSM,Level,1.0,0.0,51.0,10,2.98,94.84,0.0,,,,,,,,,
KUMG-96,Direct,Decreasing,0.0,0.0,52.0,20,21.13,616.6,0.0,469.0,0.0,37.0,6.0,21.0,7.0,9.0,2.0,23.0
KWKS-73,MSM,Level,0.0,0.0,50.0,20,55.15,1481.1,0.0,549.0,6.0,,11.0,15.0,6.0,5.0,0.0,
CBWJ-90,MSM,Decreasing accelerated,1.0,1.0,44.0,20,15.0,434.51,0.0,568.0,1.0,10.0,5.0,20.0,5.0,5.0,0.0,
GCUP-84,CTM,Level,1.0,0.0,48.0,30,22.88,617.26,1.0,558.0,3.0,,5.0,11.0,4.0,3.0,0.0,
PALU-55,CTM,Decreasing,1.0,0.0,52.0,30,20.0,378.37,0.0,564.0,6.0,158.0,1.0,,5.0,,0.0,
VZTI-69,MSM,Level with CI,0.0,0.0,45.0,20,29.4,133.79,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
THHS-30,CTM,Level with CI,1.0,1.0,55.0,10,12.17,356.59,0.0,,,,,,,,,
KOAZ-54,MSM,Level,1.0,0.0,54.0,35,7.77,199.73,0.0,538.0,2.0,37.0,5.0,23.0,7.0,9.0,0.0,
DDZD-71,CTM,Decreasing with CI,1.0,1.0,46.0,5,14.15,337.31,1.0,,,,,,,,,
HJUN-72,CTM,Level,0.0,0.0,47.0,20,94.45,1876.91,0.0,568.0,2.0,,3.0,20.0,6.0,5.0,0.0,
QPZL-14,Direct,Level,1.0,0.0,60.0,5,13.24,211.61,0.0,,,,,,,,,
NWKG-31,CTM,Decreasing with CI,1.0,0.0,49.0,20,83.29,2581.99,0.0,589.0,0.0,265.0,3.0,18.0,5.0,6.0,0.0,
OYUO-20,CTM,Decreasing,1.0,0.0,45.0,20,20.25,424.34,0.0,589.0,2.0,,3.0,13.0,2.0,1.0,0.0,
FSQU-21,MSM,Level,0.0,0.0,47.0,20,21.16,482.81,1.0,568.0,3.0,,4.0,10.0,4.0,8.0,0.0,
EZGR-11,CTM,Level with CI,1.0,1.0,38.0,20,24.87,617.27,0.0,,,,,,,,,
IRFK-82,MSM,Decreasing accelerated,0.0,0.0,51.0,20,41.07,1061.78,1.0,577.0,4.0,12.0,4.0,1.0,1.0,1.0,0.0,
TSPB-71,MSM,Level accelerated,0.0,0.0,54.0,30,48.94,1004.67,0.0,555.0,6.0,5.0,7.0,11.0,3.0,10.0,0.0,
DKCJ-59,Direct,Level,1.0,0.0,37.0,10,34.91,771.72,0.0,563.0,2.0,,6.0,9.0,4.0,4.0,0.0,
IEYS-63,MSM,Decreasing,1.0,0.0,48.0,25,20.11,567.59,0.0,571.0,6.0,,1.0,,,,0.0,
ZBRY-81,MSM,Level,1.0,1.0,64.0,20,9.1,245.26,0.0,576.0,9.0,,22.0,7.0,3.0,2.0,0.0,
TXKY-99,MSM,Decreasing with CI,1.0,1.0,45.0,30,5.36,163.21,0.0,,,,,,,,,
ZMVW-65,CTM,Decreasing with CI,1.0,0.0,38.0,20,20.81,475.14,1.0,556.0,1.0,12.0,8.0,9.0,4.0,6.0,0.0,
BPFJ-21,MSM,Decreasing with CI,1.0,1.0,46.0,30,20.0,550.22,0.0,,,,,,,,,
VLTE-89,Direct,Decreasing with CI,1.0,1.0,43.0,30,11.64,327.9,0.0,564.0,7.0,21.0,19.0,22.0,5.0,6.0,0.0,
FZYG-22,CTM,Level,0.0,1.0,52.0,20,7.63,210.03,0.0,560.0,2.0,,12.0,13.0,3.0,5.0,0.0,
DOEN-14,CTM,Level,1.0,0.0,46.0,10,19.81,595.31,0.0,472.0,2.0,16.0,4.0,20.0,7.0,10.0,1.0,2.0
PWPX-44,MSM,Level with CI,1.0,0.0,33.0,20,20.02,514.95,0.0,557.0,0.0,241.0,2.0,21.0,6.0,6.0,0.0,
QYLS-29,Direct,Level with CI,1.0,1.0,59.0,30,13.96,365.64,1.0,561.0,7.0,15.0,8.0,11.0,4.0,2.0,0.0,
DSBH-36,CTM,Level,1.0,0.0,57.0,40,15.32,337.93,1.0,,,,,,,,,
OBPY-79,CTM,Decreasing with CI,1.0,0.0,32.0,35,8.1,232.37,1.0,555.0,3.0,,4.0,18.0,5.0,5.0,0.0,
WNSF-65,Direct,Decreasing,1.0,1.0,43.0,20,19.97,588.75,0.0,490.0,,,,10.0,5.0,10.0,,
GNWL-82,MSM,Level accelerated,0.0,0.0,34.0,30,11.64,327.9,0.0,564.0,7.0,22.0,19.0,22.0,5.0,6.0,0.0,
VQGS-96,MSM,Level,1.0,1.0,58.0,15,17.62,398.49,0.0,571.0,1.0,109.0,2.0,15.0,5.0,9.0,0.0,
MOTL-42,Direct,Decreasing with CI,1.0,1.0,33.0,30,12.35,353.11,0.0,539.0,1.0,,4.0,16.0,6.0,9.0,0.0,
BCNK-53,Direct,Level with CI,0.0,0.0,41.0,20,14.76,325.49,0.0,560.0,4.0,37.0,7.0,16.0,6.0,6.0,0.0,
HTMV-46,CTM,Decreasing accelerated,1.0,1.0,44.0,20,58.64,1764.79,0.0,560.0,1.0,,5.0,,6.0,,0.0,
EZEB-47,Direct,Level,0.0,1.0,47.0,25,143.61,3744.0,0.0,485.0,1.0,2.0,7.0,9.0,4.0,7.0,3.0,22.0
APFJ-58,Direct,Level with CI,1.0,0.0,33.0,20,10.34,257.7,0.0,564.0,2.0,,5.0,16.0,5.0,5.0,0.0,
SYHW-80,Direct,Level accelerated,1.0,1.0,33.0,20,24.1,558.55,0.0,,,,,,,,,
DFPZ-83,Direct,Decreasing,0.0,0.0,45.0,20,39.52,957.28,0.0,547.0,0.0,5.0,3.0,,7.0,,0.0,
GTPR-56,CTM,Level,1.0,0.0,36.0,30,10.52,238.41,1.0,,,,,,,,,
IWWX-21,Direct,Decreasing with CI,0.0,0.0,50.0,30,40.57,1263.31,0.0,585.0,1.0,,1.0,11.0,8.0,5.0,0.0,
VJUB-97,Direct,Decreasing,1.0,0.0,59.0,30,23.33,435.46,0.0,537.0,1.0,16.0,5.0,18.0,6.0,1.0,0.0,
PSET-16,CTM,Level accelerated,0.0,0.0,50.0,20,22.53,369.82,0.0,,,,,,,,,
WMFD-93,CTM,Decreasing,1.0,1.0,51.0,20,71.02,1222.5,0.0,568.0,0.0,,12.0,12.0,4.0,4.0,0.0,
XCSQ-77,CTM,Level,1.0,0.0,46.0,15,14.11,413.83,1.0,575.0,0.0,49.0,1.0,9.0,5.0,7.0,0.0,
ADWQ-19,CTM,Decreasing with CI,0.0,1.0,43.0,20,67.66,1638.84,0.0,,,,,,,,,
RTPB-98,Direct,Level,1.0,0.0,34.0,20,17.3,405.08,1.0,558.0,3.0,,8.0,9.0,4.0,4.0,0.0,
BIHJ-11,Direct,Level accelerated,1.0,0.0,50.0,20,10.98,255.96,0.0,541.0,3.0,37.0,21.0,16.0,7.0,5.0,0.0,
CDYH-99,Direct,Decreasing with CI,1.0,1.0,44.0,20,49.09,1599.14,0.0,,,,,,,,,
MIGC-26,CTM,Level with CI,0.0,1.0,39.0,20,91.88,1591.64,0.0,,,,,,,,,
XFAI-17,CTM,Decreasing accelerated,1.0,0.0,54.0,20,23.82,554.69,0.0,575.0,4.0,16.0,7.0,9.0,3.0,7.0,0.0,
ZBFF-40,CTM,Decreasing,1.0,1.0,45.0,20,81.4,2020.44,0.0,572.0,3.0,,6.0,6.0,3.0,7.0,0.0,
NFIZ-59,Direct,Decreasing with CI,0.0,0.0,45.0,5,23.82,554.69,0.0,575.0,4.0,16.0,7.0,9.0,3.0,7.0,0.0,
UNHR-92,CTM,Level with CI,1.0,0.0,64.0,30,8.38,181.28,0.0,558.0,0.0,20.0,3.0,15.0,5.0,6.0,0.0,
HYWW-54,CTM,Level,0.0,0.0,53.0,10,43.1,1165.86,1.0,561.0,4.0,,3.0,,5.0,,0.0,
MQNS-91,Direct,Decreasing with CI,1.0,1.0,38.0,30,11.01,255.04,1.0,,,,,,,,,
BXWE-71,MSM,Level with CI,1.0,0.0,41.0,20,3.76,87.11,1.0,583.0,0.0,73.0,5.0,17.0,4.0,9.0,0.0,
TPGQ-37,CTM,Decreasing,0.0,0.0,37.0,20,46.48,0.0,0.0,568.0,7.0,,8.0,6.0,4.0,3.0,0.0,
JJPM-51,MSM,Decreasing with CI,1.0,0.0,46.0,5,46.9,1485.63,0.0,571.0,0.0,157.0,2.0,11.0,6.0,8.0,0.0,
EGVY-50,MSM,Level with CI,1.0,1.0,49.0,40,43.15,1112.31,0.0,565.0,3.0,7.0,6.0,7.0,3.0,6.0,0.0,
OGKZ-71,CTM,Level with CI,0.0,0.0,31.0,30,26.22,618.13,1.0,,,,,,,,,
GIWW-18,Direct,Decreasing,0.0,0.0,35.0,30,12.46,288.7,1.0,572.0,3.0,16.0,4.0,15.0,5.0,6.0,0.0,
ZPZP-12,MSM,Level,1.0,0.0,47.0,5,50.0,1450.71,0.0,554.0,2.0,12.0,1.0,12.0,3.0,4.0,0.0,
NKPA-80,CTM,Decreasing accelerated,0.0,0.0,58.0,30,19.95,404.86,0.0,552.0,5.0,,2.0,10.0,8.0,5.0,0.0,
RTAA-99,Direct,Decreasing with CI,0.0,0.0,49.0,20,11.64,327.9,0.0,564.0,7.0,22.0,19.0,22.0,5.0,6.0,0.0,
MEUV-29,Direct,Level,1.0,1.0,49.0,15,58.74,1622.3,1.0,561.0,4.0,,3.0,,5.0,,0.0,
GHPV-16,CTM,Decreasing with CI,0.0,0.0,44.0,20,13.31,379.01,0.0,524.0,7.0,10.0,7.0,14.0,8.0,9.0,0.0,
ZUIW-59,CTM,Decreasing with CI,1.0,0.0,45.0,30,29.76,769.7,1.0,568.0,2.0,21.0,13.0,11.0,6.0,2.0,0.0,
PRPJ-26,Direct,Decreasing with CI,1.0,0.0,39.0,5,104.39,2616.54,0.0,498.0,,,,6.0,2.0,3.0,,
NUPH-69,CTM,Decreasing,1.0,0.0,46.0,30,12.03,413.13,1.0,588.0,5.0,65.0,4.0,6.0,2.0,2.0,0.0,
FBFN-68,Direct,Level,1.0,0.0,44.0,30,25.5,515.36,0.0,562.0,1.0,21.0,6.0,8.0,5.0,9.0,0.0,
AWUU-77,CTM,Decreasing,0.0,1.0,56.0,10,4.6,149.36,0.0,,,,,,,,,
PAKR-39,CTM,Decreasing accelerated,1.0,1.0,62.0,20,5.82,154.25,0.0,,,,,,,,,
NAIX-38,MSM,Level with CI,0.0,0.0,40.0,30,25.23,593.62,0.0,,,,,,,,,
ASAE-23,CTM,Level,1.0,0.0,58.0,20,16.22,467.68,0.0,560.0,3.0,17.0,8.0,17.0,5.0,5.0,0.0,
LYGB-62,Direct,Decreasing,0.0,1.0,44.0,20,20.03,599.87,1.0,,,,,,,,,
XTZQ-83,MSM,Decreasing accelerated,1.0,0.0,47.0,30,39.33,900.21,0.0,,,,,,,,,
IOBY-22,MSM,Level with CI,0.0,0.0,57.0,20,6.24,148.77,1.0,509.0,,,,7.0,4.0,2.0,,
AUQG-85,CTM,Level with CI,1.0,1.0,45.0,5,8.0,156.23,1.0,558.0,2.0,,6.0,14.0,4.0,2.0,0.0,
OVJD-32,Direct,Decreasing,1.0,1.0,46.0,15,25.24,582.69,1.0,579.0,3.0,21.0,3.0,10.0,5.0,4.0,0.0,
ZERM-31,CTM,Decreasing,1.0,1.0,55.0,30,31.02,863.72,0.0,,,,,,,,,
RWJW-26,CTM,Level,0.0,1.0,47.0,20,12.27,286.27,0.0,541.0,3.0,37.0,21.0,16.0,7.0,5.0,0.0,
DOXP-24,CTM,Decreasing with CI,0.0,0.0,50.0,20,40.24,1229.33,0.0,564.0,1.0,20.0,3.0,10.0,4.0,2.0,0.0,
ZUIM-28,Direct,Decreasing,1.0,0.0,51.0,10,25.98,328.34,1.0,,,,,,,,,
MVMD-28,Direct,Level,1.0,0.0,63.0,20,9.0,266.46,1.0,569.0,2.0,,11.0,13.0,4.0,9.0,0.0,
NCYN-30,Direct,Level with CI,0.0,1.0,40.0,10,19.83,493.22,0.0,552.0,1.0,19.0,4.0,19.0,7.0,4.0,0.0,
WBES-17,Direct,Level,1.0,0.0,50.0,30,14.82,353.08,1.0,553.0,0.0,40.0,21.0,9.0,4.0,6.0,0.0,
HMTN-19,CTM,Level with CI,1.0,0.0,32.0,20,45.65,869.32,0.0,,,,,,,,,
FLTR-11,MSM,Level with CI,1.0,0.0,33.0,20,7.0,214.47,1.0,574.0,4.0,,11.0,12.0,4.0,4.0,0.0,
EWMN-15,CTM,Decreasing with CI,0.0,1.0,56.0,20,9.7,278.32,0.0,544.0,0.0,49.0,4.0,24.0,7.0,5.0,0.0,
OMPS-70,CTM,Decreasing accelerated,0.0,0.0,49.0,30,15.26,359.96,0.0,565.0,0.0,,10.0,12.0,5.0,6.0,0.0,
XUHH-14,CTM,Decreasing,1.0,1.0,39.0,35,5.53,142.92,0.0,538.0,9.0,,11.0,16.0,7.0,9.0,0.0,
IXKK-53,Direct,Decreasing with CI,0.0,0.0,34.0,5,85.69,1678.21,0.0,,,,,,,,,
JHTA-19,Direct,Level,0.0,0.0,46.0,10,53.36,1224.5,0.0,551.0,0.0,48.0,6.0,15.0,5.0,3.0,0.0,
BWQN-56,CTM,Level accelerated,0.0,1.0,40.0,30,21.99,465.97,0.0,590.0,1.0,21.0,2.0,6.0,4.0,2.0,0.0,
HSCA-48,Direct,Decreasing accelerated,1.0,0.0,37.0,10,25.0,705.05,0.0,,,,,,,,,
CRJH-88,CTM,Decreasing with CI,1.0,0.0,49.0,20,40.48,837.71,0.0,536.0,1.0,,3.0,22.0,7.0,8.0,0.0,
YJAE-64,CTM,Decreasing,1.0,0.0,45.0,20,29.72,681.04,0.0,,,,,,,,,
HTSL-73,Direct,Level,0.0,1.0,50.0,30,135.76,4163.68,0.0,579.0,3.0,,5.0,9.0,5.0,2.0,0.0,
BDTO-92,MSM,Level,1.0,0.0,50.0,20,81.72,1855.96,0.0,,,,,,,,,
GBTX-87,CTM,Level with CI,1.0,1.0,45.0,20,26.4,663.36,1.0,516.0,3.0,,9.0,11.0,4.0,5.0,1.0,46.0
XDIA-96,CTM,Level accelerated,1.0,1.0,49.0,5,28.14,632.98,0.0,566.0,0.0,,16.0,11.0,3.0,5.0,0.0,
YHYJ-99,CTM,Decreasing,0.0,0.0,48.0,10,35.14,813.12,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
UTXK-66,CTM,Level accelerated,1.0,0.0,37.0,30,34.4,1084.9,0.0,,,,,,,,,
VQIM-26,Direct,Level,0.0,0.0,33.0,5,14.95,386.6,0.0,,,,,,,,,
ACSJ-25,CTM,Decreasing accelerated,0.0,0.0,47.0,5,66.92,1644.52,1.0,578.0,2.0,21.0,7.0,2.0,2.0,1.0,0.0,
MBFY-40,MSM,Level,0.0,1.0,53.0,20,23.84,759.29,0.0,,,,,,,,,
KPNL-93,CTM,Decreasing with CI,1.0,0.0,41.0,40,20.48,681.74,0.0,,,,,,,,,
LSCE-93,CTM,Decreasing,1.0,0.0,41.0,30,31.25,964.09,0.0,,,,,,,,,
LRDE-37,MSM,Decreasing accelerated,1.0,0.0,32.0,25,7.38,249.46,0.0,,,,,,,,,
BRBI-49,CTM,Decreasing,1.0,0.0,44.0,15,15.0,356.66,0.0,562.0,1.0,36.0,3.0,17.0,5.0,3.0,0.0,
UMPF-96,CTM,Decreasing with CI,0.0,1.0,33.0,25,13.42,323.65,0.0,538.0,3.0,,8.0,21.0,6.0,7.0,0.0,
MPVK-37,MSM,Level,0.0,0.0,45.0,20,50.13,1405.26,0.0,531.0,2.0,,7.0,19.0,7.0,2.0,0.0,
BCWQ-48,CTM,Level,1.0,0.0,44.0,10,16.08,388.9,1.0,542.0,5.0,,6.0,10.0,6.0,7.0,0.0,
FOPX-16,Direct,Level with CI,1.0,1.0,49.0,10,6.29,218.6,1.0,569.0,2.0,,11.0,13.0,4.0,9.0,0.0,
DKJU-42,CTM,Decreasing with CI,1.0,0.0,53.0,10,41.3,1041.42,0.0,563.0,7.0,16.0,35.0,9.0,4.0,6.0,0.0,
LSKZ-58,CTM,Level,0.0,0.0,50.0,30,25.0,642.96,0.0,573.0,12.0,,17.0,11.0,4.0,4.0,0.0,
EWYL-51,CTM,Level,1.0,0.0,50.0,20,39.33,900.21,0.0,,,,,,,,,
XXUP-15,CTM,Level,0.0,0.0,44.0,20,22.33,580.8,0.0,575.0,3.0,,4.0,7.0,1.0,6.0,0.0,
CHLA-40,Direct,Level,0.0,0.0,34.0,30,112.53,3669.45,0.0,557.0,3.0,,9.0,10.0,4.0,1.0,0.0,
GUCY-56,CTM,Level,1.0,0.0,45.0,20,10.86,316.93,1.0,583.0,0.0,10.0,3.0,8.0,4.0,7.0,0.0,
GBMD-46,CTM,Decreasing,0.0,0.0,30.0,10,25.1,749.3,1.0,556.0,0.0,19.0,7.0,12.0,5.0,6.0,0.0,
WWKZ-86,Direct,Level with CI,0.0,0.0,51.0,40,8.22,204.79,1.0,553.0,3.0,,23.0,13.0,5.0,6.0,0.0,
WAOW-62,Direct,Level with CI,0.0,1.0,43.0,15,45.0,1252.45,0.0,,,,,,,,,
UMKI-50,CTM,Decreasing,1.0,0.0,45.0,20,23.64,629.88,1.0,537.0,1.0,28.0,3.0,17.0,6.0,3.0,0.0,
PLRB-96,Direct,Level,1.0,0.0,22.0,30,28.37,790.22,0.0,548.0,2.0,,9.0,14.0,5.0,1.0,0.0,
JKGY-18,CTM,Level,1.0,0.0,44.0,30,16.92,497.99,0.0,572.0,0.0,7.0,4.0,7.0,4.0,3.0,0.0,
XNHW-87,Direct,Level,1.0,0.0,34.0,10,18.35,398.32,0.0,561.0,2.0,,3.0,18.0,6.0,7.0,0.0,
GJGN-14,Direct,Level with CI,1.0,1.0,41.0,10,12.42,321.17,0.0,,,,,,,,,
LYNA-10,CTM,Decreasing accelerated,0.0,1.0,50.0,20,13.97,308.34,1.0,558.0,3.0,,8.0,9.0,4.0,4.0,0.0,
DUTY-10,CTM,Level with CI,1.0,0.0,44.0,15,10.88,239.61,1.0,,,,,,,,,
PAMG-76,CTM,Level,0.0,0.0,45.0,5,25.94,662.36,0.0,539.0,2.0,,5.0,8.0,7.0,3.0,0.0,
FKXA-43,CTM,Level with CI,1.0,0.0,44.0,10,44.47,1461.1,0.0,,,,,,,,,
SPMZ-92,Direct,Level,1.0,0.0,47.0,20,7.0,214.47,1.0,574.0,4.0,,11.0,12.0,4.0,4.0,0.0,
AKTZ-98,MSM,Level with CI,1.0,0.0,48.0,10,19.98,420.74,1.0,571.0,10.0,21.0,8.0,9.0,4.0,7.0,0.0,
XDNS-53,Direct,Level with CI,1.0,0.0,39.0,25,67.26,1941.56,0.0,569.0,4.0,21.0,12.0,11.0,4.0,2.0,0.0,
ICZT-61,Direct,Decreasing with CI,1.0,1.0,44.0,30,20.0,400.38,0.0,597.0,1.0,73.0,3.0,7.0,3.0,3.0,0.0,
DDYR-58,CTM,Decreasing accelerated,1.0,0.0,46.0,20,19.85,488.84,1.0,537.0,3.0,,6.0,19.0,7.0,6.0,0.0,
NMIM-35,MSM,Level with CI,1.0,0.0,44.0,20,105.53,2196.85,0.0,,,,,,,,,
RYWV-78,CTM,Level,1.0,1.0,59.0,40,4.62,122.52,1.0,553.0,0.0,265.0,2.0,23.0,7.0,10.0,0.0,
JAVV-95,MSM,Decreasing accelerated,0.0,0.0,59.0,20,32.68,845.35,0.0,,,,,,,,,
DCTU-24,CTM,Level,1.0,0.0,39.0,30,28.98,0.0,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
PNBN-56,Direct,Decreasing,1.0,0.0,44.0,10,7.0,194.22,0.0,559.0,5.0,,14.0,18.0,3.0,9.0,0.0,
UGOH-94,MSM,Level with CI,1.0,1.0,57.0,15,31.52,757.74,0.0,560.0,4.0,,21.0,11.0,5.0,6.0,0.0,
NYUE-46,CTM,Level with CI,1.0,0.0,46.0,30,12.42,321.17,0.0,,,,,,,,,
RVBR-87,CTM,Decreasing with CI,1.0,1.0,39.0,20,12.03,413.13,1.0,588.0,5.0,65.0,4.0,6.0,2.0,2.0,0.0,
EVJY-12,CTM,Level,1.0,0.0,33.0,25,57.92,1169.82,1.0,,,,,,,,,
SVDY-24,CTM,Level with CI,0.0,1.0,45.0,10,30.95,777.43,1.0,516.0,3.0,,9.0,11.0,4.0,5.0,1.0,46.0
NCBX-29,Direct,Level with CI,0.0,0.0,44.0,20,7.79,202.32,0.0,544.0,4.0,,5.0,19.0,6.0,10.0,0.0,
ONYM-18,CTM,Decreasing with CI,1.0,0.0,49.0,5,9.8,319.85,0.0,557.0,0.0,241.0,2.0,21.0,6.0,6.0,0.0,
WVBX-75,CTM,Level,1.0,0.0,39.0,20,56.77,877.45,1.0,575.0,8.0,15.0,5.0,5.0,3.0,6.0,0.0,
WJUW-27,CTM,Decreasing,1.0,0.0,47.0,35,7.93,223.78,0.0,559.0,2.0,,15.0,16.0,3.0,6.0,0.0,
XNNK-85,CTM,Decreasing with CI,0.0,0.0,45.0,30,23.66,432.67,1.0,562.0,2.0,109.0,10.0,14.0,5.0,8.0,0.0,
BYVP-41,CTM,Decreasing,1.0,0.0,47.0,5,24.07,369.59,0.0,572.0,0.0,157.0,4.0,7.0,4.0,7.0,0.0,
SSUM-46,CTM,Level with CI,0.0,1.0,39.0,10,11.64,327.9,0.0,564.0,7.0,22.0,19.0,22.0,5.0,6.0,0.0,
HXNV-60,CTM,Level accelerated,0.0,0.0,35.0,30,23.64,656.97,0.0,,,,,,,,,
BVJY-38,CTM,Decreasing,0.0,0.0,30.0,10,12.55,334.04,0.0,576.0,5.0,76.0,7.0,10.0,3.0,1.0,0.0,
ELQS-68,CTM,Level,0.0,0.0,41.0,35,112.53,3669.45,0.0,524.0,3.0,,9.0,24.0,7.0,10.0,0.0,
XSQV-82,CTM,Level,1.0,0.0,50.0,30,10.29,187.25,0.0,532.0,5.0,,3.0,21.0,7.0,4.0,0.0,
XLTK-25,CTM,Level with CI,0.0,0.0,45.0,20,18.42,377.16,0.0,561.0,4.0,,13.0,16.0,4.0,4.0,0.0,
CHXC-99,MSM,Level with CI,1.0,1.0,50.0,20,29.72,914.61,0.0,555.0,1.0,21.0,9.0,20.0,6.0,8.0,0.0,
UXUH-44,Direct,Level with CI,1.0,0.0,40.0,30,7.93,223.78,0.0,559.0,2.0,,15.0,16.0,3.0,6.0,0.0,
SYJX-51,CTM,Level,1.0,0.0,34.0,25,6.96,175.98,0.0,,,,,,,,,
VCOG-71,CTM,Level,0.0,0.0,44.0,40,9.41,240.72,0.0,567.0,3.0,,0.0,14.0,8.0,6.0,0.0,
IPCW-21,Direct,Level,1.0,1.0,61.0,30,9.1,265.72,0.0,566.0,9.0,,30.0,1.0,1.0,2.0,0.0,
AGHP-55,CTM,Level,1.0,0.0,52.0,10,29.37,726.56,0.0,564.0,1.0,48.0,8.0,14.0,4.0,9.0,0.0,
YPIM-33,CTM,Decreasing with CI,0.0,0.0,39.0,30,34.23,998.37,1.0,589.0,1.0,205.0,3.0,7.0,5.0,1.0,0.0,
SPJF-83,MSM,Level,1.0,0.0,41.0,10,18.67,253.04,0.0,557.0,1.0,6.0,11.0,19.0,6.0,9.0,0.0,
WTUR-56,CTM,Level,1.0,1.0,47.0,20,11.46,231.6,0.0,478.0,,,,9.0,6.0,3.0,,
