QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
MXMJ-60,CTM,Level,1.0,1,57.0,10,19.8,464.68,0,551.0,4.0,,32.0,10,4,6.0,0.0,
ANQL-74,CTM,Decreasing with CI,0.0,0,38.0,20,131.76,2742.81,0,,,,,,,,,
GCUP-84,CTM,Level,1.0,0,48.0,30,22.88,617.26,1,558.0,3.0,,5.0,11,4,3.0,0.0,
QFBV-43,MSM,Level,1.0,1,46.0,25,28.47,747.14,1,558.0,3.0,,5.0,11,4,3.0,0.0,
OWOJ-38,MSM,Decreasing with CI,1.0,0,46.0,20,32.62,910.6,1,558.0,3.0,,5.0,11,4,3.0,0.0,
EWTR-97,CTM,Level,0.0,0,39.0,10,25.7,682.78,1,558.0,3.0,,5.0,11,4,3.0,0.0,
NNTS-83,Direct,Level with CI,1.0,0,34.0,20,19.66,534.05,1,558.0,3.0,,5.0,11,4,3.0,0.0,
NQZA-79,Direct,Level,1.0,0,44.0,10,19.66,534.05,1,558.0,3.0,,5.0,11,4,3.0,0.0,
QOMH-82,Direct,Decreasing with CI,1.0,0,51.0,20,34.09,796.46,1,,,,,,,,,
MQAE-85,CTM,Level,0.0,1,54.0,20,13.63,423.83,0,543.0,0.0,,1.0,23,6,10.0,0.0,
ONYN-29,Direct,Level,1.0,0,41.0,20,13.63,423.83,0,543.0,0.0,,1.0,23,6,10.0,0.0,
MOES-20,MSM,Level with CI,1.0,1,37.0,25,11.14,251.71,0,551.0,1.0,,7.0,15,7,7.0,0.0,
NTRH-52,MSM,Decreasing,0.0,0,37.0,20,3.29,0.0,0,578.0,0.0,85.0,0.0,9,4,5.0,0.0,
APUV-29,MSM,Level accelerated,0.0,0,42.0,10,3.29,0.0,0,578.0,0.0,85.0,0.0,9,4,5.0,0.0,
HNJO-77,CTM,Level,0.0,1,34.0,10,34.82,948.9,0,531.0,2.0,,7.0,19,7,2.0,0.0,
QZZO-92,CTM,Decreasing,1.0,0,44.0,10,34.82,948.9,0,531.0,2.0,,7.0,19,7,2.0,0.0,
QMTE-82,CTM,Level,0.0,1,37.0,15,33.31,894.24,0,531.0,2.0,,7.0,19,7,2.0,0.0,
QHAG-50,CTM,Level,0.0,1,46.0,30,34.42,940.31,0,531.0,2.0,,7.0,19,7,2.0,0.0,
UHLB-21,Direct,Level,0.0,0,36.0,20,38.6,1085.81,0,531.0,2.0,,7.0,19,7,2.0,0.0,
MPVK-37,MSM,Level,0.0,0,45.0,20,50.13,1405.26,0,531.0,2.0,,7.0,19,7,2.0,0.0,
ZGHF-35,MSM,Decreasing with CI,1.0,0,56.0,5,33.31,894.24,0,531.0,2.0,,7.0,19,7,2.0,0.0,
WKCF-99,CTM,Level,1.0,0,53.0,5,47.74,1353.74,0,531.0,2.0,,7.0,19,7,2.0,0.0,
STEJ-68,CTM,Decreasing with CI,1.0,1,52.0,10,48.41,1443.35,1,571.0,2.0,,1.0,,,,0.0,
MUBE-82,Direct,Level with CI,1.0,1,45.0,10,48.41,1443.35,1,571.0,2.0,,1.0,,,,0.0,
GRJL-26,Direct,Decreasing,0.0,1,53.0,20,48.41,1443.35,1,571.0,2.0,,1.0,,,,0.0,
JUVW-29,MSM,Decreasing,1.0,0,57.0,10,24.22,644.82,0,558.0,8.0,,15.0,6,4,3.0,0.0,
DJOF-38,MSM,Level accelerated,0.0,1,59.0,5,24.22,644.82,0,558.0,8.0,,15.0,6,4,3.0,0.0,
LLRA-94,MSM,Level with CI,1.0,0,30.0,15,24.22,644.82,0,558.0,8.0,,15.0,6,4,3.0,0.0,
HWAL-87,Direct,Level with CI,1.0,0,42.0,30,10.0,138.55,0,564.0,2.0,97.0,7.0,6,4,4.0,0.0,
PKXE-82,CTM,Decreasing with CI,1.0,0,42.0,5,10.0,198.41,0,564.0,2.0,97.0,7.0,6,4,4.0,0.0,
UPIJ-76,CTM,Decreasing with CI,1.0,0,39.0,40,24.89,626.4,0,498.0,,,,23,7,10.0,,
APFJ-58,Direct,Level with CI,1.0,0,33.0,20,10.34,257.7,0,564.0,2.0,,5.0,16,5,5.0,0.0,
HWIL-87,CTM,Level,0.0,0,53.0,30,8.19,192.0,0,564.0,2.0,,5.0,16,5,5.0,0.0,
IALW-57,Direct,Level,0.0,0,54.0,20,8.19,192.0,0,564.0,2.0,,5.0,16,5,5.0,0.0,
JWFY-58,Direct,Decreasing with CI,0.0,1,32.0,20,8.19,192.0,0,564.0,2.0,,5.0,16,5,5.0,0.0,
YUIL-85,CTM,Decreasing accelerated,1.0,0,52.0,30,14.97,337.43,0,564.0,2.0,,5.0,16,5,5.0,0.0,
AOOU-71,CTM,Decreasing with CI,1.0,1,47.0,20,8.19,192.0,0,564.0,2.0,,5.0,16,5,5.0,0.0,
AZOH-50,Direct,Decreasing with CI,1.0,0,34.0,20,10.34,257.7,0,564.0,2.0,,5.0,16,5,5.0,0.0,
ZWEP-34,Direct,Level with CI,1.0,0,44.0,20,47.48,1597.13,1,579.0,3.0,109.0,6.0,14,6,3.0,0.0,
XCET-52,CTM,Level,1.0,0,37.0,20,47.48,1597.13,1,579.0,3.0,109.0,6.0,14,6,3.0,0.0,
CMHG-78,CTM,Decreasing with CI,0.0,1,44.0,30,47.48,1597.13,1,579.0,3.0,109.0,6.0,14,6,3.0,0.0,
HSVC-36,CTM,Decreasing,1.0,0,25.0,5,25.48,728.22,0,519.0,0.0,21.0,4.0,13,4,9.0,1.0,36.0
HQXZ-22,MSM,Level,1.0,0,42.0,20,21.69,619.99,0,519.0,0.0,21.0,4.0,13,4,9.0,1.0,36.0
FSJU-96,CTM,Decreasing,0.0,1,44.0,20,18.97,479.87,0,519.0,0.0,21.0,4.0,13,4,9.0,1.0,36.0
AFYK-43,CTM,Decreasing with CI,0.0,0,47.0,30,18.97,479.87,0,519.0,0.0,21.0,4.0,13,4,9.0,1.0,36.0
BRJB-53,CTM,Level,0.0,0,51.0,15,4.07,101.28,0,539.0,1.0,21.0,6.0,21,7,2.0,0.0,
JYSY-21,MSM,Level with CI,1.0,0,32.0,10,31.04,652.44,0,581.0,3.0,49.0,6.0,16,5,5.0,0.0,
BVPO-58,Direct,Level,0.0,0,60.0,15,18.04,409.66,0,569.0,7.0,21.0,4.0,19,5,1.0,0.0,
MWSN-93,Direct,Decreasing with CI,1.0,0,50.0,5,18.04,409.66,0,569.0,7.0,21.0,4.0,19,5,1.0,0.0,
WOHA-93,Direct,Decreasing,0.0,0,46.0,20,15.0,348.23,0,569.0,7.0,21.0,4.0,19,5,1.0,0.0,
NYRE-73,MSM,Level,0.0,1,27.0,20,28.3,669.5,0,567.0,0.0,,5.0,12,3,4.0,0.0,
UUJD-96,MSM,Decreasing with CI,0.0,0,45.0,20,54.96,1308.02,0,567.0,0.0,,5.0,12,3,4.0,0.0,
JHET-16,Direct,Decreasing,1.0,1,43.0,30,116.2,2798.64,0,567.0,0.0,,5.0,12,3,4.0,0.0,
PYSW-96,CTM,Decreasing accelerated,1.0,1,45.0,5,85.58,2053.33,0,567.0,0.0,,5.0,12,3,4.0,0.0,
NPHV-81,CTM,Level,1.0,1,46.0,5,107.91,2607.3,0,567.0,0.0,,5.0,12,3,4.0,0.0,
CQNW-92,Direct,Decreasing,1.0,0,57.0,10,28.3,669.5,0,567.0,0.0,,5.0,12,3,4.0,0.0,
EXYT-22,CTM,Decreasing,1.0,0,46.0,10,28.3,669.5,0,567.0,0.0,,5.0,12,3,4.0,0.0,
PCCH-10,CTM,Level,1.0,1,51.0,20,46.67,1116.68,0,567.0,0.0,,5.0,12,3,4.0,0.0,
RGOW-91,CTM,Decreasing,0.0,0,44.0,20,28.29,669.49,0,567.0,0.0,,5.0,12,3,4.0,0.0,
YLLU-93,MSM,Level with CI,1.0,0,48.0,15,17.28,352.3,0,569.0,0.0,61.0,0.0,18,6,10.0,0.0,
WQSW-92,CTM,Level,0.0,1,33.0,30,64.85,0.0,0,577.0,3.0,49.0,6.0,13,3,10.0,0.0,
AEPW-52,CTM,Level,1.0,0,50.0,30,43.69,0.0,0,577.0,3.0,49.0,6.0,13,3,10.0,0.0,
QNQY-30,Direct,Decreasing accelerated,1.0,1,34.0,20,15.29,420.4,0,538.0,1.0,21.0,5.0,23,7,10.0,0.0,
HSFS-44,Direct,Decreasing accelerated,0.0,0,44.0,20,15.29,420.4,0,538.0,1.0,21.0,5.0,23,7,10.0,0.0,
WHNE-99,Direct,Level,1.0,0,44.0,30,7.45,192.59,0,,,,,,,,,
SZHY-40,Direct,Decreasing with CI,1.0,0,34.0,30,23.2,476.59,0,558.0,3.0,,11.0,8,5,6.0,0.0,
RGPQ-89,CTM,Level,0.0,0,35.0,10,10.53,206.12,0,558.0,3.0,,11.0,8,5,6.0,0.0,
BZGC-31,MSM,Decreasing with CI,1.0,1,45.0,20,10.53,206.12,0,558.0,3.0,,11.0,8,5,6.0,0.0,
FPZD-38,CTM,Level with CI,0.0,0,52.0,30,184.52,4227.67,0,595.0,2.0,73.0,2.0,6,3,1.0,0.0,
BEFP-13,MSM,Level,1.0,0,56.0,20,140.57,2680.21,0,595.0,2.0,73.0,2.0,6,3,1.0,0.0,
GEPO-37,Direct,Decreasing,1.0,1,48.0,30,31.62,1026.36,1,579.0,3.0,109.0,6.0,14,6,3.0,0.0,
UMPF-96,CTM,Decreasing with CI,0.0,1,33.0,25,13.42,323.65,0,538.0,3.0,,8.0,21,6,7.0,0.0,
LCJP-57,MSM,Decreasing with CI,1.0,0,58.0,5,13.42,323.65,0,538.0,3.0,,8.0,21,6,7.0,0.0,
KRXD-23,Direct,Decreasing with CI,0.0,0,50.0,30,13.42,323.65,0,538.0,3.0,,8.0,21,6,7.0,0.0,
PEPZ-95,Direct,Decreasing,0.0,1,53.0,35,49.44,1203.46,0,,,,,,,,,
FLOV-20,MSM,Level with CI,1.0,1,46.0,20,33.68,780.86,0,,,,,,,,,
BUQD-40,Direct,Level,0.0,0,59.0,20,21.06,442.78,0,,,,,,,,,
HWPT-46,CTM,Decreasing,0.0,0,49.0,25,21.06,442.78,0,,,,,,,,,
JIOW-30,CTM,Level,1.0,1,19.0,10,42.58,1019.72,0,,,,,,,,,
RQSR-63,CTM,Level with CI,1.0,0,47.0,30,72.41,1760.61,0,550.0,2.0,20.0,5.0,10,6,8.0,0.0,
RZUU-15,MSM,Level with CI,1.0,1,40.0,25,72.41,1760.61,0,550.0,2.0,20.0,5.0,10,6,8.0,0.0,
SMEI-25,Direct,Level,1.0,0,44.0,20,78.35,2114.23,0,547.0,0.0,16.0,5.0,20,6,5.0,0.0,
MOSX-77,Direct,Level with CI,0.0,1,49.0,25,78.35,2114.23,0,547.0,0.0,16.0,5.0,20,6,5.0,0.0,
VCAW-77,Direct,Level,0.0,0,44.0,20,89.99,2029.41,0,566.0,1.0,,6.0,10,4,6.0,0.0,
PTAY-60,Direct,Level,1.0,1,34.0,20,40.05,1141.53,0,573.0,3.0,85.0,5.0,8,3,4.0,0.0,
VKJV-84,MSM,Level with CI,1.0,1,29.0,20,121.71,2764.17,0,,,,,,,,,
SEBF-52,CTM,Decreasing accelerated,1.0,0,40.0,35,5.93,147.24,0,588.0,0.0,312.0,0.0,4,3,7.0,0.0,
KANK-71,Direct,Decreasing,1.0,1,45.0,10,36.87,897.29,0,558.0,3.0,17.0,1.0,13,8,8.0,0.0,
BFHN-90,CTM,Level with CI,0.0,1,54.0,20,303.18,9612.83,0,,,,,,,,,
ZABR-89,CTM,Decreasing with CI,1.0,0,32.0,20,144.82,4622.39,0,,,,,,,,,
TURW-34,Direct,Decreasing with CI,0.0,0,47.0,20,8.03,173.45,0,,,,,,,,,
YNVX-66,CTM,Level with CI,1.0,0,33.0,20,34.55,700.02,0,,,,,,,,,
RVIP-88,CTM,Level,1.0,1,61.0,20,15.26,359.96,0,565.0,0.0,,10.0,12,5,6.0,0.0,
OMPS-70,CTM,Decreasing accelerated,0.0,0,49.0,30,15.26,359.96,0,565.0,0.0,,10.0,12,5,6.0,0.0,
UOHI-67,MSM,Level accelerated,0.0,0,44.0,20,15.26,359.96,0,565.0,0.0,,10.0,12,5,6.0,0.0,
ELNH-62,CTM,Decreasing with CI,0.0,0,43.0,30,16.8,398.43,0,565.0,0.0,,10.0,12,5,6.0,0.0,
VXQC-19,Direct,Level,1.0,0,28.0,15,16.8,398.43,0,565.0,0.0,,10.0,12,5,6.0,0.0,
OPXU-90,MSM,Level with CI,1.0,0,34.0,10,24.49,590.09,0,565.0,0.0,,10.0,12,5,6.0,0.0,
DOFQ-19,CTM,Level,1.0,0,60.0,20,24.49,590.09,0,565.0,0.0,,10.0,12,5,6.0,0.0,
HDAL-91,CTM,Level,1.0,1,39.0,20,24.49,590.09,0,565.0,0.0,,10.0,12,5,6.0,0.0,
WQWO-43,MSM,Decreasing with CI,1.0,1,40.0,5,17.81,396.19,1,,,,,,,,,
ACNQ-94,MSM,Level,1.0,0,57.0,5,17.81,396.19,1,,,,,,,,,
UBSO-23,CTM,Decreasing,0.0,1,26.0,10,17.81,396.19,1,,,,,,,,,
XGVI-73,CTM,Level,1.0,0,46.0,20,17.81,396.19,1,,,,,,,,,
NSTD-74,CTM,Level,1.0,0,58.0,5,21.17,664.74,0,555.0,1.0,12.0,4.0,14,3,5.0,0.0,
SVVJ-74,MSM,Decreasing with CI,1.0,1,38.0,30,64.32,1448.37,1,573.0,3.0,85.0,5.0,8,3,4.0,0.0,
JSST-43,Direct,Decreasing with CI,1.0,0,42.0,5,64.32,1448.37,1,573.0,3.0,85.0,5.0,8,3,4.0,0.0,
RKTH-82,CTM,Level,0.0,0,45.0,20,64.32,1448.37,1,573.0,3.0,85.0,5.0,8,3,4.0,0.0,
SGDZ-56,Direct,Decreasing,0.0,1,41.0,30,23.87,510.13,1,581.0,6.0,20.0,6.0,13,4,8.0,0.0,
CYJJ-75,CTM,Level,0.0,0,39.0,10,51.92,1629.32,0,568.0,0.0,21.0,1.0,15,6,7.0,0.0,
SKAO-94,Direct,Level,0.0,0,46.0,20,51.92,1629.32,0,568.0,0.0,21.0,1.0,15,6,7.0,0.0,
AJVP-10,CTM,Level with CI,1.0,0,47.0,20,51.92,1629.32,0,568.0,0.0,21.0,1.0,15,6,7.0,0.0,
UUOF-13,Direct,Decreasing,0.0,1,46.0,30,63.1,1982.07,0,512.0,,,,,,,,
QLEK-46,Direct,Level,0.0,0,46.0,30,16.2,482.19,0,512.0,,,,,,,,
VQCJ-22,CTM,Level,1.0,1,32.0,25,16.2,482.19,0,512.0,,,,,,,,
YBFV-99,CTM,Decreasing with CI,1.0,0,47.0,25,17.22,514.83,0,512.0,,,,,,,,
OKHK-40,CTM,Level,0.0,1,23.0,40,100.44,1988.63,0,491.0,,,,22,7,8.0,,
HOZN-45,MSM,Level,0.0,1,40.0,30,24.49,590.09,0,565.0,0.0,,10.0,12,5,6.0,0.0,
MWKD-91,CTM,Level with CI,0.0,0,38.0,30,24.49,590.09,0,565.0,0.0,,10.0,12,5,6.0,0.0,
OKOV-95,CTM,Level,1.0,0,43.0,10,15.26,359.96,0,565.0,0.0,,10.0,12,5,6.0,0.0,
KZIN-32,MSM,Level,1.0,1,38.0,10,22.81,702.86,0,565.0,0.0,,10.0,12,5,6.0,0.0,
VVAP-34,Direct,Level,1.0,1,44.0,20,22.81,702.86,0,565.0,0.0,,10.0,12,5,6.0,0.0,
GUQN-89,CTM,Level with CI,1.0,0,45.0,25,26.14,813.57,0,565.0,0.0,,10.0,12,5,6.0,0.0,
TMEI-13,CTM,Decreasing,0.0,0,47.0,20,19.99,435.61,1,554.0,3.0,,4.0,15,4,6.0,0.0,
OJDO-80,CTM,Decreasing,0.0,1,50.0,10,23.15,504.51,1,554.0,3.0,,4.0,15,4,6.0,0.0,
KLAR-73,MSM,Decreasing with CI,0.0,0,20.0,20,25.0,544.65,1,554.0,3.0,,4.0,15,4,6.0,0.0,
UDZZ-53,CTM,Level accelerated,1.0,0,58.0,20,22.5,490.14,1,554.0,3.0,,4.0,15,4,6.0,0.0,
EOBO-95,MSM,Level,1.0,0,41.0,10,22.5,490.14,1,554.0,3.0,,4.0,15,4,6.0,0.0,
TRIJ-81,CTM,Decreasing with CI,1.0,1,47.0,20,22.5,490.14,1,554.0,3.0,,4.0,15,4,6.0,0.0,
YDEH-36,CTM,Level,1.0,0,52.0,5,24.75,539.45,1,554.0,3.0,,4.0,15,4,6.0,0.0,
HMNW-82,CTM,Level,1.0,0,46.0,20,37.46,844.36,0,535.0,9.0,,10.0,21,6,5.0,0.0,
XGTT-96,Direct,Level,1.0,0,47.0,30,37.46,844.36,0,535.0,9.0,,10.0,21,6,5.0,0.0,
EASM-77,CTM,Level,1.0,1,46.0,30,41.05,1134.61,0,555.0,1.0,12.0,4.0,14,3,5.0,0.0,
FQSC-83,MSM,Level with CI,1.0,0,49.0,20,38.61,638.52,0,529.0,1.0,24.0,8.0,15,7,3.0,0.0,
OWZC-77,Direct,Level,1.0,0,46.0,10,25.0,414.38,0,529.0,1.0,24.0,8.0,15,7,3.0,0.0,
QZRQ-98,CTM,Level,0.0,0,47.0,40,32.42,687.92,0,537.0,1.0,49.0,6.0,21,7,10.0,0.0,
FGTN-86,MSM,Level,0.0,0,47.0,30,32.42,687.92,0,537.0,1.0,49.0,6.0,21,7,10.0,0.0,
PLBT-63,Direct,Level,0.0,0,45.0,20,36.17,767.31,0,537.0,1.0,49.0,6.0,21,7,10.0,0.0,
KZEZ-69,MSM,Decreasing with CI,0.0,1,48.0,20,36.17,767.31,0,537.0,1.0,49.0,6.0,21,7,10.0,0.0,
QPAF-12,MSM,Decreasing accelerated,0.0,0,46.0,20,36.17,767.31,0,537.0,1.0,49.0,6.0,21,7,10.0,0.0,
DXGT-79,Direct,Decreasing with CI,1.0,0,47.0,30,15.71,516.08,0,,,,,,,,,
DYMZ-94,MSM,Level with CI,1.0,0,41.0,30,15.71,516.08,0,,,,,,,,,
IZAE-14,Direct,Level with CI,1.0,0,43.0,20,24.18,746.09,0,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
ITTW-99,CTM,Level accelerated,1.0,0,40.0,30,24.18,746.09,0,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
OVEH-24,CTM,Level with CI,1.0,1,46.0,20,24.18,746.09,0,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
FNEY-22,CTM,Decreasing with CI,1.0,0,47.0,20,55.35,1153.48,0,571.0,7.0,,0.0,13,8,6.0,0.0,
LKFN-72,CTM,Decreasing,1.0,1,45.0,30,34.67,722.38,0,571.0,7.0,,0.0,13,8,6.0,0.0,
WVKW-38,Direct,Decreasing with CI,1.0,1,50.0,10,22.64,695.43,0,533.0,1.0,,2.0,18,7,4.0,0.0,
HQQF-59,CTM,Level,0.0,0,26.0,15,22.64,695.43,0,533.0,1.0,,2.0,18,7,4.0,0.0,
OCCQ-97,CTM,Decreasing,1.0,0,41.0,20,33.97,727.12,0,535.0,9.0,,10.0,21,6,5.0,0.0,
BALR-63,CTM,Decreasing with CI,1.0,0,46.0,25,9.82,312.64,0,581.0,0.0,,0.0,7,3,5.0,0.0,
LPLU-70,CTM,Level,1.0,0,44.0,30,9.82,312.64,0,581.0,0.0,,0.0,7,3,5.0,0.0,
AJRP-39,CTM,Decreasing accelerated,1.0,0,42.0,35,15.71,516.08,0,,,,,,,,,
CNLD-19,CTM,Level,0.0,1,44.0,20,15.71,516.08,0,,,,,,,,,
RGEF-30,MSM,Decreasing,1.0,1,46.0,10,40.0,1003.78,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
MKTW-56,CTM,Decreasing,1.0,0,39.0,30,51.6,1265.15,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
FTMX-40,Direct,Decreasing with CI,0.0,1,53.0,10,51.6,1265.15,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
BVGP-89,MSM,Decreasing with CI,0.0,0,32.0,30,46.11,1132.71,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
GYJP-17,CTM,Level,0.0,0,33.0,30,40.0,1003.78,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
LZFA-68,MSM,Decreasing,0.0,0,36.0,30,40.0,1003.78,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
VGWX-15,Direct,Decreasing,1.0,0,32.0,20,50.0,1041.45,0,555.0,1.0,,4.0,15,5,5.0,0.0,
JXFJ-20,CTM,Level with CI,1.0,0,51.0,5,19.95,404.86,0,552.0,5.0,,2.0,10,8,5.0,0.0,
TQJF-43,Direct,Decreasing with CI,0.0,0,34.0,15,19.95,404.86,0,552.0,5.0,,2.0,10,8,5.0,0.0,
HCMN-59,MSM,Level with CI,1.0,1,59.0,30,16.35,458.82,0,587.0,4.0,21.0,7.0,11,4,1.0,0.0,
WNPV-91,MSM,Level with CI,0.0,0,52.0,5,16.35,458.82,0,587.0,4.0,21.0,7.0,11,4,1.0,0.0,
WZPB-81,CTM,Level with CI,1.0,0,39.0,20,24.18,746.09,1,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
NWNI-79,Direct,Decreasing,0.0,0,46.0,20,24.18,746.09,1,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
HQSK-86,MSM,Level with CI,1.0,1,53.0,20,24.18,746.09,1,549.0,2.0,6.0,9.0,10,6,5.0,0.0,
CCTL-58,CTM,Level,0.0,1,34.0,30,10.29,322.43,0,534.0,1.0,,8.0,17,7,4.0,0.0,
RABN-90,MSM,Level,1.0,0,54.0,40,10.29,322.43,0,534.0,1.0,,8.0,17,7,4.0,0.0,
YHVI-40,MSM,Level accelerated,1.0,1,43.0,20,9.99,313.96,0,534.0,1.0,,8.0,17,7,4.0,0.0,
RMIL-79,Direct,Decreasing,0.0,0,35.0,20,9.99,313.96,0,534.0,1.0,,8.0,17,7,4.0,0.0,
CDXM-54,CTM,Decreasing with CI,0.0,1,18.0,40,9.99,313.96,0,534.0,1.0,,8.0,17,7,4.0,0.0,
ZTHZ-68,CTM,Level accelerated,0.0,1,38.0,20,10.29,322.43,0,534.0,1.0,,8.0,17,7,4.0,0.0,
VVIZ-81,MSM,Level,0.0,0,45.0,20,10.29,322.43,0,534.0,1.0,,8.0,17,7,4.0,0.0,
ETRS-11,MSM,Decreasing,1.0,0,47.0,30,24.27,726.86,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
MRDU-92,CTM,Level accelerated,1.0,1,46.0,30,24.27,726.86,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
NCCH-53,Direct,Level with CI,0.0,0,32.0,20,25.1,749.3,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
DYJO-29,CTM,Level,0.0,1,31.0,20,29.4,887.58,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
KVOH-18,Direct,Decreasing with CI,1.0,1,33.0,30,25.1,749.3,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
KKKH-32,Direct,Level,1.0,0,44.0,15,25.1,749.3,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
IQDS-54,CTM,Level with CI,1.0,0,45.0,5,29.4,887.58,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
TMBY-47,CTM,Level,0.0,0,29.0,5,25.1,749.3,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
ANFU-24,CTM,Level,1.0,1,44.0,20,25.1,749.3,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
DSTH-15,MSM,Level with CI,1.0,0,54.0,20,25.1,749.3,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
SUHK-23,CTM,Level,1.0,0,56.0,15,25.1,749.3,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
IAMY-41,MSM,Level,0.0,1,44.0,20,37.99,1164.15,1,556.0,0.0,18.0,7.0,12,5,6.0,0.0,
GBMD-46,CTM,Decreasing,0.0,0,30.0,10,25.1,749.3,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
VQRJ-23,Direct,Level with CI,1.0,1,51.0,30,37.99,1164.15,1,556.0,0.0,19.0,7.0,12,5,6.0,0.0,
JPFO-84,CTM,Decreasing,1.0,1,47.0,20,7.81,108.26,0,588.0,2.0,133.0,18.0,12,4,6.0,0.0,
UIII-82,CTM,Level accelerated,1.0,0,50.0,25,41.23,1019.88,0,556.0,5.0,,8.0,11,2,7.0,0.0,
PARM-66,Direct,Level with CI,0.0,0,53.0,20,41.23,1019.88,0,556.0,5.0,,8.0,11,2,7.0,0.0,
ULWB-46,Direct,Level,0.0,0,43.0,20,55.25,1353.45,1,549.0,1.0,36.0,4.0,18,6,8.0,0.0,
FSQU-21,MSM,Level,0.0,0,47.0,20,21.16,482.81,1,568.0,3.0,,4.0,10,4,8.0,0.0,
IPKG-98,CTM,Level,0.0,0,42.0,20,21.16,482.81,1,568.0,3.0,,4.0,10,4,8.0,0.0,
IWNN-91,MSM,Level with CI,1.0,0,46.0,30,23.6,541.06,1,568.0,3.0,,4.0,10,4,8.0,0.0,
FZVI-16,Direct,Level with CI,1.0,0,54.0,30,318.02,7815.12,0,576.0,5.0,,6.0,7,3,2.0,0.0,
WMHT-15,CTM,Decreasing,0.0,0,26.0,30,318.02,7815.12,0,576.0,5.0,,6.0,7,3,2.0,0.0,
DBST-29,MSM,Decreasing with CI,1.0,0,49.0,30,40.43,1045.79,0,542.0,4.0,12.0,1.0,6,8,6.0,0.0,
PHHH-30,Direct,Decreasing with CI,1.0,0,45.0,30,7.19,167.81,0,544.0,4.0,,5.0,19,6,10.0,0.0,
SGLX-76,CTM,Level,1.0,1,43.0,10,13.15,320.03,0,544.0,4.0,,5.0,19,6,10.0,0.0,
DDOJ-55,CTM,Level with CI,1.0,0,44.0,20,14.74,325.14,0,544.0,4.0,,5.0,19,6,10.0,0.0,
BGDZ-28,CTM,Decreasing with CI,1.0,0,51.0,20,4.76,115.73,0,544.0,4.0,,5.0,19,6,10.0,0.0,
MEPO-64,CTM,Decreasing with CI,0.0,1,46.0,30,25.24,582.69,1,579.0,3.0,21.0,3.0,10,5,4.0,0.0,
KEMS-87,Direct,Decreasing accelerated,0.0,1,47.0,20,25.24,582.69,1,579.0,3.0,21.0,3.0,10,5,4.0,0.0,
WHAI-58,Direct,Decreasing with CI,1.0,1,37.0,20,25.24,582.69,1,579.0,3.0,21.0,3.0,10,5,4.0,0.0,
FLTR-11,MSM,Level with CI,1.0,0,33.0,20,7.0,214.47,1,574.0,4.0,,11.0,12,4,4.0,0.0,
DFUL-78,Direct,Level with CI,0.0,0,42.0,20,7.0,214.47,1,574.0,4.0,,11.0,12,4,4.0,0.0,
SPMZ-92,Direct,Level,1.0,0,47.0,20,7.0,214.47,1,574.0,4.0,,11.0,12,4,4.0,0.0,
WWBY-78,CTM,Decreasing with CI,1.0,0,45.0,30,22.21,307.72,0,559.0,0.0,349.0,4.0,24,7,9.0,0.0,
JVYA-56,CTM,Level,1.0,0,43.0,15,22.21,307.72,0,559.0,0.0,349.0,4.0,24,7,9.0,0.0,
CYVO-56,Direct,Decreasing with CI,0.0,1,48.0,30,31.84,441.12,0,559.0,0.0,349.0,4.0,24,7,9.0,0.0,
DKRA-61,Direct,Decreasing with CI,1.0,0,44.0,20,38.17,940.96,0,516.0,0.0,24.0,4.0,22,7,10.0,0.0,
CQUX-30,Direct,Decreasing accelerated,1.0,1,52.0,15,30.88,703.39,0,552.0,5.0,15.0,8.0,18,6,8.0,0.0,
GPPL-24,Direct,Level,0.0,1,43.0,10,46.32,1052.56,0,552.0,5.0,15.0,8.0,18,6,8.0,0.0,
